,Unnamed: 0,Question,Answer
8566,8820,"Hey why does all of your tracking info go in to a black hole for Nunavut shipments once they depart Concord, ON?","That seems unusual. If you'll provide us an example track# via the link provided, we'd be glad to look into that for you."
8567,8821,Sent power inverter to parents from Amazon via UPS Oct 4th. Package as of yesterday under investigation. Parents in need. ,Please DM us the details of your concern. Include your tracking and phone number. We're here to help.
8568,8822,what's the best way to reach out to update an address on package that's en route with UPS?,"We'd be happy to take a look for you, Please DM us with the tracking number and your contact phone number."
8569,8823,how are all 3 of u going to suck at updating shipping info? I highly doubt u allow days w/o updates from ur employees.,"Do you have a package you need assistance with? If so, DM us the tracking #, name, &amp; complete address on the package."
8570,8824,"2 weeks later and still trying to ""look"" for my lost package ",We'd like to look into this further. Please use the link to provide more information about your package.
8571,8825,"Glad that can just decide not to leave a package at my house because they arbitrarily deem my area ""unsafe""",Please DM us the details of your concern. Include your tracking and phone number. We're here to help.
8572,8826,"Nice. 's response was basically ""leave a message on our VM and we'll get back when we can."" Twice in the past never got called back.",I am sorry we do not have any additional information. Please call Technical Support Group at 877-289-6418.
8573,8827,"An attempt to set up a ""Alternate Location"" remotely close to home tries to send ALL packages to Alt, rather than home.","I do apologize as with this package being at that access point, we can have it picked up but it can add additional days."
8574,8828,"You were my favorite, thanks for all the memories","Is there anything that my team can assist you with? Please use the link to DM the details, tracking # and phone #."
8575,8829,how hard is it to get someone to tell me where my package is? Local office wont call me like they are supposed to,We'd be glad to look into this further for you. Please use the link provided to send more details for this package.
8576,8830,"My driver didnt deliver my package to my job because the company name was in the address field, not the company field how even",I'm sorry to hear this! Please use the link to DM your tracking number and address so we can take a look into this.
8577,8831,Lets all thank for delivering my laptop to a man ,"If you need any assistance, please DM your tracking number, address, and phone number. We are here to help."
8578,8832,Phone customer support didn't really seem to care either. really needs to step up their game.,"I'm sorry your package wasn't delivered. DM us the tracking #, name, &amp; delivery address. Include your phone #."
8579,8833,UPS has had my package in my city since SATURDAY they havent attempted to deliver it yet. Its rescheduled for tomorrow. Wtf,"Let's see what's going on. Please DM your tracking number, address, and phone number. We are here to help."
8580,8834,Can you please give me a way to contact you that's straight forward? An email address or somewhere that's open in the UK?,"We'd be happy to assist. Please DM further details of your inquire, any tracking info, your phone number, and address."
8581,8835, getting mail &amp; packages while we travel will be so important. We will have live feeds during our trip &amp; either weekly or monthly episode ,We would be happy to look in to getting an account set up &amp; see what can be done for your business. DM your info.
8582,8836,what email address can I contact in Romania to send my info for a package that's been imported in from the US? 1ZR__credit_card__,DM us the complete address on the package. Include your phone number. Let us message the local team for assistance.
8583,8837,this is why i love/hate ordering makeup online bc ups doesnt give a single f about my packages smh,Can my team help? Please use the link to DM us the tracking number and your phone number so that we check on this for you.
8584,8838,"Hey / you got a driver with a real bad attitude in Tacoma, Wash. regarding blocking access to my home. Not cool!",What seems to be going on? Please DM us the details. I'd like to get this addressed. We are here to help.
8585,8839,pls explain ur partnership &amp; y it takes 18 days for a 1# pkg to make a 30 minute trip? Seriously. How does that happen?,Please use this link to DM us the tracking number and phone number so that we can check the details of this further.
8586,8840,"Hi , your driver was illegally parking in bike lanes today in DC and making it dangerous for cyclists. Truck #I65275","Thank you for reporting this to us DM the exact location and your contact information I will get ur messg., forwarded. ."
8587,8841,.ups can you send me a shipping label form to fill out office not at store. can't find on website. no account. to be paid by recipient,"I'm not sure what you mean. If you schedule a pickup, we can request a label be brought out."
8588,8842,"&amp; if UPS doesn't have my package here today, it's going to be a problem.",We do hope to be seeing you today. We don't want you to have an problems with your shipment.
8589,8843,UPS are fucking shit. If YOU ask for a delivery to work. YOU expect the delivery to work. Why the fuck has it gone to a corner shop?,I am sorry you have not received your package. Please DM the tracking number and we can research more.
8590,8844,Time to retrain your drivers. One of them just threw a 30-lb package over our gate. COMPLETELY unacceptable.,"I'm sorry to hear that happened! DM the tracking#, address and contact info to the link so we can address this appropriately."
8591,8845,thanks for losing my package I didnt want it anyways!!,"I am sorry to hear this! Please DM your tracking number, address, and pohne number. I'd like to assist."
8592,8846,"The luggage been lost as per the store , i had the worth experience with bayonne New Jersey store luggage its been stolen ,",My team wants to help get this resolved for you. DM the tracking# and details to the link provided for assistance.
8593,8847,"Im done w/ UPS &amp; FedEx how the heck do you deliver something to South Carolina twice that specifically says Jackson, TN !!!!!!!!",We would like to look into this for you. DM the tracking number and details to the link provided.
8594,8848,Asked to have a $400 package left in our apartment complexs office instead of at our apt door. Quality drivers. ,I'm so sorry this happened! Please use this link to DM us with your tracking number so that we can assist you.
8595,8849,I'm about to curse out ,"Do you have a package you need assistance with? DM us the tracking number, name, and delivery address on the package."
8596,8850,"First you lose the package, then you deliver it like this. How is this acceptable?! Its only $500 car parts  #UPSFail",I'm deeply sorry to see this! Are the contents damaged? Will you please DM your tracking number and further details.
8597,8851,two things i do not trust: - men - 's tracking system,I'm sorry you feel this way! We would be happy to help with your questions on our tracking system. Please DM the tracking #
8598,8852,are your workers leaving printed copies of delivery slips now?? With no phone number to confirm authenticity??,the Drives Info Notices do not contain phone numbers. Is there something we can assist you with? Please DM our team.
8599,8853,Bruh got one hour to be here or imma be mad. They always hella late from their delivery times ever since that deliveryguy broke my tv,"We're doing our best and moving as fast as possible to get all packages delivered, prior to our UPS drivers turning in."
8600,8854,"When says your package is delivered to your front door, but it wasn't, and now you don't have your glasses. smh",I'm sorry to hear this! I would be happy to help look into this! Please DM your tracking number and delivery address.
8601,8855,Seems like is incapable of delivering packages safely. Even after a damage claim ,I'm sorry to see the way the package arrived. Please provide the tracking number in a DM with your phone number also.
8602,8856,Another day goes by without my deliveries and continues not to care,"We'd like to help and find out what's going on. If you would, please DM us your tracking # and info. Thanks."
8603,8858,You have an amazing driver in CA. I was on mi 4/5 in my run &amp; dying. He stopped 2 give me2 cold water bottles. He needs acknowledgement,"We'll be happy to recognize this driver! Please DM us the details (date, time, location) and your contact info."
8604,8859,why did you ship 2 Tshirts that requires a signature? I have a job and am not home business days. Its 2 shirts!!,"We can review your delivery options. DM us the tracking number, name, and complete address on the package."
8605,8860,where is my fucking wig tho,"Hi there. If you need assistance with your delivery, please DM us your tracking # &amp; contact info."
8606,8861,hey how about coaching your drivers to fill out a InfoNotice.,"Hi, I'm sorry to see this. Would you DM your info notice # or tracking # so we can look into this? Thank you."
8607,8862,Dang. Almost 10pm and is delivering packages in my neighborhood,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8608,8863,Can't stand when the tracking tells me left at front door. I live in a building. Which front door ? No package is at mailbox or apt. ,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8609,8864,yall keep losing my damn packages,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8610,8865,eagerly awaiting my amazon delivery. UPS pls. I need to passive aggressively torture my fat cat with not being able to scarf food down.,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
8611,8866,"Waited for important shipment that was out for delivery. Pointless telling me it is, but its past 7 and nothing. Now I have to rent.","Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
8612,8867,", someone is home waiting for these packages to be delivered. Stop pretending no one is in. It may be easier for you, but not for me.","Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
8613,8868,it is infuriating to be told your package will be here today but doesnt show up and no explanation !! So VERY upset at the moment!,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8614,8869,I tried to look for this everywhere but cant find it ,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8615,8870,If you can't ship orders stop sending fake UPS tracking numbers! you know timing is everything. still cant pu,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
8616,8871,Ups drives knock &amp; straight sprint back to the whip,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
8617,8872,"When U trust 2 dlvr it unbroken! Lost my promo credit bc it was cracked intransit, 2nd problem w. UPS in 1 month! #worst","If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8618,8873,sucks will never use them as a shipping option again,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
8619,8874,"UPS is seriously the worst delivery service. They never knock or ring the doorbell, just leave a sticker &amp; drop off else where. cc","Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
8620,8875,hey what do you have to say for yourself,"If you need assistance with your delivery, please send us a DM with your tracking number and contact information."
8621,8876,"According to your website my package was to be delivered last Thurs, then it switched to Friday. Then Sat and now today. It's AWOL",Sorry to hear that. Please send us a DM with your tracking number &amp; contact info so we can check on this.
8622,8877,Both Amazon and UPS had packages for me today. Both Amazon and UPS just never bothered to show up. Y'all teamed up to be trash today.,Sorry to hear that. Please send us a DM with your tracking number &amp; contact info and we'll see what's going on.
8623,8878,Wow so you slap a not home sticker on the door THEN ring the bell &amp; run to your truck as fast as possible before people can answer,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8624,8879,LOL when sends you your new phone but then someone from or steals the phone out of the box,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
8625,8880,driver keeps returning my packages and it says I refused delivery. Please help ups!!!,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8626,8881,and seems like they just haven't dropped it off AGAIN!!!!! Kinda getting a bit tired of it at this point,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
8627,8882,I need to file a damage report but this site: is asking for a UPS account number. Where do I get that?,"Please send us a DM with your tracking number, contact info &amp; pkg details for assistance with the damage claim."
8628,8883,Picture of me powering his PC on for the first time working perfectly.  Thanks !,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
8629,8884,"Stuff from was supposed to arrive today, but it seems no one told , 'cuz it hasn't moved since last night. They feel it should arrive tomorrow instead. ","If there's something that we can do to assist, click the link to DM your track #,ph#, and details. .K."
8630,8885,"OMG! I saw the UPS truck coming down the road &amp; I made a long stop to check if he was turning onto my street NO LUCK! So, I wait!","Do you have a question on your package? Please DM your tracking number, delivery address and phone number."
8631,8886,get your shit together,What's going on? Please DM your tracking number and details of your concern. I would be happy to help!
8632,8887,"""Receiver was not available"" yeah cause I rerouted the pkg to a UPS Store. What gives","I would be happy to take a look into this for you! Please DM your tracking number, delivery address and phone number."
8633,8888,I had a pre-Mara package from Costco get to LexingtonCarolinaLexingtonCarolina before UPS bailed 4 days ago &amp; returned to sender. ,"If you need any assistance, please take a moment to DM our team with your tracking number and further details."
8634,8889,ups needs to start waiting at least 1 minute before they run off wtf,"Are you having issues with a delivery? Please DM your tracking number, delivery address and phone number."
8635,8890,you guys need to hire better drivers! Again the driver dropped my IMPORTANT package at the wrong house!! #AustinTx #MANORTX,"We can definitely get this addressed! Please use the link to DM your tracking number, delivery address and phone number."
8636,8891,hi i try calling you about my packages on the internet said it was delivered but when i asked my security guard he said UPS never came!,"If there's something that we can do to assist, click the link to DM your track #,ph#, and details. .K."
8637,8892,Its pass the arrival time for my packages ,I'm sorry to hear that. Please DM us the tracking # so we can track the package for you and find out more.
8638,8893,out for delivery my ass,"I would be happy to double check the status! Please DM your tracking number, delivery address and phone number."
8639,8894,"2 days in a row you have failed delivery cause I ""wasn't present"". I have been home all day. where is my package and refund.",I'm sorry to hear that about your package. Please DM us your tracking # so we can look into this for you.
8640,8895,how does UPS take payment for overnight delivery to SJU when UPS in San Juan allows package to just sit?,"If there's something that we can do to assist, click the link to DM your track #,ph#, and details. .K."
8641,8896,can you help me check on a package? I think I simply need to update a suite number. Thanks.,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8642,8897,So sent a package to my moms that I ordered through my work account to be delivered to my job  HOW DID THEY GET MY MOMS ADDRESS?!?!,I am sorry that this happened. Click the link to DM us your track # and address so we can look into this. .K.
8643,8898,still waiting on my packages ,I can arrange to have this matter looked into. Please send your tracking number/details &amp; contact # to DM
8644,8899,Is teaching 2 use sidewalks &amp; paths any part of your drivers training? Should be! Went 2 my door AND 2 next house via my yard.,"How frustrating! Let me help. Please your address, the time this occurred and your phone number to DM. Thanks!"
8645,8900,can yall deliver my package already? damn,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
8646,8901,I refuse to shop with anyone who uses . This is the 3rd time in 6 months that my package has been misdelivered!! #Iwantmyshoes,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8647,8902,B/c being unable to make the delivery I PAID for I will be sleeping on my apt concrete floor tonight! Promised to call me 3x &amp; no call.,I am sorry about that. Let's see what is going on. Click the link to DM us your track # and ph # so we can assist. .K.
8648,8903,I already almost got hit by 4 ups trucks,We're sorry to hear that this happened. Is this recent? Would you happen to know the drivers trick numbers? Pls DM us. .W.
8649,8904,How long do you suggest we stay up to wait for this delivery!?! I have to be at work at 0400 for crying out loud!,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8650,8905,. not happy w you. Shouldn't be a battle w you to get my packages delivered. Follow instructions on label!,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8651,8906,Big ups to for leaving my packages out in the rain  ,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
8652,8907,"notified me that their driver tried dropping off my package at 6:49am. Its total bullshit, Ive been waiting for that shit all day.",I am sorry to hear this. Let's figure out what is going on. Please DM us the tracking # &amp; phone # so we can assist.
8653,8908,Iwaited all day for the UPS guy to make a scheduled pick up-6pm the truck just raced by my house w/o stoping thanks for saving me time,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
8654,8909,"I get that things happen. But its 24 hrs after operating conditions delayed my parcel, and still no info. Thats ridiculous.","If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8655,8910,"the delivery of my package was ""rescheduled"" umm cool an email wouldve been nice ",I understand how upsetting that must be. If any assistance is needed on the next attempt message us the tracking#.
8656,8911,"Courier delayed by 5 weeks. No status update on website, even after repeated calls/emails. they say will call back but dont. HELP","If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8657,8912,# 20 Minutes on Hold Tahbisang worst call centre agent ever no idea abt customer service UPS EXPRESS SERVICE CLEARLY NOT EXPRESS,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8658,8913,I just saw that there is a problem with my shipment and someone is supposed to contact me.,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
8659,8914,I have been waiting 8 days for a redelivery and no response from customer service email. Desperate for a response,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8660,8915,"chasing parcel collected UK 9 Oct for deliv to Germany, 2 wks later not delivered. Have been promised a call but not rcvd. Help plz",I can arrange to have this matter looked into. Please send your tracking number/details &amp; contact # to DM
8661,8916,"hi, I have a problem with my parcel, nobody knows where is it exactly. Can you help me?",I can arrange to have this matter looked into. Please send your tracking number/details &amp; contact # to DM
8662,8917,Need your urgent help. Our import shipment is stuck with your India team for 12 days &amp; no response. UPS India stopped picking up calls,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
8663,8918,I suspect you are breaking the law!,Sorry you're having such a hard time. Allow me to investigate. Please send tracking number/details to DM.
8664,8919,yall really let me down yesterday and Im tired of it,Please DM us details of this situation so we can take a look into this.
8665,8920,Love when the driver marks 2 options on the door tag so idk if my package will actually be delivered today #fail,I can arrange to have this matter looked into. Please send your tracking number/details &amp; contact # to DM
8666,8921,How does UPS just sit here and assume that I'd want something delivered to a corner store and not have a re-delivery scheduled ,"I am sorry for any frustration caused on this. Please DM the tracking number, and we can research more."
8667,8922,"Thanks a lot for not delivering my bed yesterday when it was ""Out for Delivery"". Sleeping on the floor was awesome. Horrible service.","I can see why you'd be upset. Please use the link provided to send the details of your shipment, so we can help further."
8668,8923,"Recently when Ive tracked on phone, ~70% of time Ive gotten something that looks like this. Tracking # @ top but 0 info. Help?",That doesn't look good. Please use the link to DM us the tracking number and phone number so that my team can help out.
8669,8924,"Te quedas tranquil@ porque haces lo que #apple online dice, lo que no te cuentan es que si pasa algo ajeno a ti, es solo un""bscate la vida""",Have you contacted Apple to start the investigation? I do not show this has begun. Please contact them to do so.
8670,8925,"Man is the worst! Terrible customer service, wrong info. Use anyone else to send packages and run from companies that use them!",I am sorry about the troubles. Please use the link to DM us the tracking number and phone number so that my team can help.
8671,8926,Because I really want to pay $250 to have random contract delivery drivers of UPS to walk right into my home. ,Is there something that my team can have addressed for you? Please use this link to DM us the tracking number and details.
8672,8927,"Hey I sent a package overnight and it hasnt been received yet, is there a way to get a refund?","I am sorry your package has not been received yet. Please DM the tracking number, address, and we can research more."
8673,8928,what does it mean when my tracking info just disappears from the page??,"I'm not entirely sure, as I've not encountered this issue before. Please use the link to send more details."
8674,8929,I waited for my package all day yesterday &amp; it never came. I got a call but no details. I dont have time to wait at home again,"I'm sorry for all the frustration. Please DM me your tracking number, phone, and address so I can research this for you."
8675,8930,We have a screened in porch and one of our UPS delivery guys leaves our packages on the sidewalk in front of the porch to get rained on.,I'm really sorry to hear that about your package. Please DM us your tracking # so we can address this better for you. att
8676,8931,How FUN JUST LOST MY WEDDING BAND cant find the package at their own facility freaking awesome,I am sorry to hear about this! Please use this link to DM us the tracking number and your phone number.
8677,8932,"My neighborhood is so bad that UPS won't leave the delivery off at my door because the community is ""unsafe"".",I'm sorry you are having problems. Please DM your contact information and address so I can look into this further for you.
8678,8933,This is would be quite a step up from the UPS dude who puts packages in a pile of leaves next to the rain barrel. I'm thinking camouflage.,I'm sorry to hear that about your package. Please DM your tracking # so we can address this properly.
8679,8934,I really hope does not expect me to send back my daughters diapers while they investigate why I didn't receive my entire order,"Please DM us the tracking #, value of the contents, your phone number and merchandise description so we can look into this."
8680,8936,"Will never understand why uses . Never on time, driver lies about attempts. One issue after another. Stick with !",I'm sorry it's not working out for you. Please DM your tracking # so we can look into this for you.
8681,8937,When you rush order your Halloween costume Monday and now UPS is telling you there are delays ummmm what did I pay for then,I'm sorry for the frustration. Please DM me the tracking number so I can research into this for you.
8682,8938,hurry and deliver my parcel :(,"Hi, if you need further assistance please DM your tracking and we'll be happy to look into this for you."
8683,8939,maybe worry less about Taylor Swift and worry more about your customers. This is what appears when trying to track something,"I would be happy to look into your concern. Please DM us your tracking number, and complete address."
8684,8940,"if you click on a tracking number on a phone, it opens the taylor swift advertisement.",Thank you for bringing this to our attention. I will let the correct department know of this issue.
8685,8941,"What is going on? Failed delivery, no reply from customer service, then this message. I thought you deliver?",I am sorry about this. Please use the link to provide the tracking number and phone number so we can take closer look.
8686,8942,wtf is with this taylor swift ad. I cant see any of my tracking information!!! Just the damn ad.,I'm sorry to hear that! You should still be able to track the package. DM us at the link provided for further assistance.
8687,8943,"But I think it's interesting that all who block bike lane are really silently saying ""ya the car lane sucks and I don't want to be there.""","I'm sorry, UPS drivers should be following all traffic laws. If you see a driver breaking the law, please DM us the details."
8688,8944,New app update stated you can track your package live. I dont see this option in iPhone app,"Some service levels that don't offer this feature. If you're trying to track a pkg, use the link to send the track#."
8689,8945,"Why is there no delivery time when it said ""Arrival Scan""?",I am happy to help. Please use the link to provide your tracking number and phone number so we can take a look.
8690,8946,why do ur drivers always claim that was no one at address and then deliver at collection points??!! U always do that. Not good,"We would be more than happy to look into this for you. Please DM us your tracking #, phone # and address information."
8691,8947,"please start hiring NICE, FRIENDLY delivery people! ","Have you had a bad experience with one of our drivers? If you need help, use the link provided to send the details."
8692,8948,Hope they find it - more than annoying,Is there any way that we can assist you? You can use the link to DM us the tracking and detailed information to get started.
8693,8949,"Like, its convenience but also fuck you, hypothetical UPS guy who ran away with my package without knocking for the hundredth time.""",I'm sorry to hear you are having problems getting your package. Please DM your tracking number so I can look into this.
8694,8950,I need to be contacted by a representative. Need assistance! #Maria #PR,"I would be happy to see what I can do to help! Please use the link to DM your tracking #, delivery address and phone #."
8695,8951,All the resquested information was provided. Awaiting assistance,This package is showing that it has not arrived in PR and is still awaiting to get to the destination area.
8696,8952,"My parcel was supposed to be delivered today. London, UK. The tracking shows 'Held in Warehouse'. What is the matter?","I would be happy to look into this! Please DM your tracking number, delivery address and phone number."
8697,8953,when cant seem to figure out no one ever wants to go to their shipping depot or be held captive at home all day waiting for a package,I'm not sure what options we have but I'd be happy to look into this for you. Please DM your tracking details.
8698,8954,your customer service is a nightmare. Never seen people more confused on a damage claim &amp; I've had more help from a local store clerk.,"I'm sorry to hear this, Michael! I would be happy to help look into this. Please use the link to DM the tracking number."
8699,8955,"I'll probably never use your services again to ship items. It's been a disaster across multiple transactions, not just this one.",I am sorry you feel this way! Our team is here to help if you ever need it. Please use the link to DM our team.
8700,8956,UPS is delivering packages that arrived later than minekeeping all the packages that arrived earlier in the container.,"I would be happy to see what I can do to help! Please use the link to DM your tracking #, delivery address and phone #."
8701,8957,"Hi, where are you located?","Our team is located in the US. Do you need assistance with a package? If so, DM us the tracking # &amp; delivery address."
8702,8958,"Im gonna need to do better, i cant sit at home all day waiting for my package to get here.",I'm sorry you're frustrated. Please DM me your tracking number so that I can research this for you.
8703,8959,when your nephew wants to be a taco for halloween but the costume that his grandma made for him was lost in the mail ,I am so sorry about that! Please use the link to send us the tracking number and phone number to get started.
8704,8960,apparently my package is delayed because it didnt reach your facility. Any help on when it should be here?,Sorry to hear about the delay. We would be happy to look in to this for you. Please DM us your tracking details.
8705,8961,AWB:1ZA4080V0493847888.we as small business r worried for penalty due to unprofessional behavior of your clearance team.,I'm sorry to hear the problems you are having with your shipment. Please reach out in a DM with your details and concern.
8706,8962,I just wanna know where my package is!!! I dont wanna preorder,Let me find out what is happening with your package Please send tracking number/details to DM. Thanks!
8707,8963,Im just wondering why does the absolute most  (my location is like 30 min from chatt and bout hour 15 from atl ,"Sorry for the confusion. The tracking shown is from the shipper. DM us the tracking #, name &amp; delivery address. Let us review."
8708,8964,Im so disappointed  on how you delivered this package  my iPhone  had never had water damaged till you guys got it! #smh,Sorry your package arrived damaged. We take damage very seriously! Please send tracking/contact to __email__
8709,8965,Forced to use again for shipment. My 2nd DayAir package turned into a 4th DayAir package. Another reminder to choose if possible,I'm sorry that you had issues with your package. Can you DM me your tracking number so I cant take a look into this for you?
8710,8966,I'm super appreciative of the fact that you damaged my package and the Prescott Valley location will not print out my label,I'm sorry to hear that happened! DM the details and tracking number to the link provided for assistance.
8711,8967,really upset as I paid next day delivery and UPS have messed up 2 parcels for heathrow. This is not done as I put my money n trust,I am sorry your package has not been delivered. Please DM the tracking number and we can research.
8712,8968,Trying to navigate your bug-ridden site is the most infuriating user experience I've had in a long time. #neveragain,"I am sorry to hear this. Please DM us what the website is doing, and if we can assist you DM the tracking number."
8713,8969,Just had 60 pounds of seltzer delivered to my door and the UPS man didn't even bother with the doorbell today.,I apologize the driver didn't knock. We'd like to have this addressed with the local center. Please DM us.
8714,8970,how does a retiree get help from UPS? 20+ calls and nothing,What's going on? Please DM the details of your concern using the link below. I would be happy to help in anyway I can.
8715,8971,UPS youre shit in EVERY country that you do business in but youre responsible for this. Sort it out!,I'm sorry you feel this way. What is going on? Please DM us your tracking info and further details. We'd like to help.
8716,8972,package was supposed to arrive yesterday &amp; it's delayed to today. I need it ASAP so I can overnight the contents to an event. help!,I'm sorry you have not received your package yet. Go ahead and DM us your tracking number. I'd be happy to assist.
8717,8973,Hey I want to return your package but just wont pick it up. mind showing them how its done,I've messaged the local center for assistance. They will call you by 3 PM to further advise. Sorry for the wait.
8718,8974,Pissed off at the ups man  he needa run me my phone,I'm sorry you are having problems. Please DM us the tracking number so we can research into this.
8719,8975,Can you get please stream line returns??? I have pay to print a bar code because you cant scan my phone ,I do apologize as you would want to discuss this with Amazon as they are able to print a label and have us deliver it.
8720,8976,are all your drivers as salty as the one that throws our packages in the middle of &amp; leaves or is she 1 of a kind?,We would like to address this. DM us a recent tracking number delivered by this driver and your phone number.
8721,8977,I have a package coming from HK. But there seems to be a issue with UPS Delivery as delivery address is for Liverpool,I am sorry for the confusion. If you can confirm your address we can let you know if it matches what is on the package.
8722,8978,Watched the driver go up and down my street (dead end) and never stop. Checked tracking and showed problem with address.,I am sorry about that. Let's see what is going on. Click the link to DM us your track # and ph # so we can assist. .K.
8723,8979,absolute joke! your courier lose tickets and now a little girl has to miss out on seeing her favourite band!  get it sorted!,"If there's something that we can do to assist, click the link to DM your track #,ph#, and details. .K."
8724,8980,after contacting you several times and paying extra you still delivered to the wrong address!!,I am sorry about that. Let's see what is going on. Click the link to DM us your track # and ph # so we can assist. .K.
8725,8981,absolute crap service from (especially . )  will never ship w/ them again &amp; will advise companies i work w/ to do the same.,I am sorry about the troubles. Please use the link to DM us the tracking number and phone number so my team can help.
8726,8982,5 days I have been trying to get my goods delivered from you! Was promised a delivery by 5PM today and its now 6.30PM!! SHOCKING,"If there's something that we can do to assist, click the link to DM your track #,ph#, and details. .K."
8727,8983,hi is there any way to track my package once it's been passed to the international carrier?,Thank you for reaching out to us. I would be happy to help. Please use the link to DM us the tracking number and phone number.
8728,8984,"not sure whos mistake it is, but I ordered Sunday night with next day shipping and I wont get my package today. Why?",I do apologize as this package has not been given to UPS. I would recommend reaching out to the shipper.
8729,8985,"Someone needs to disrupt the shipping industry. Dinosaurs like cannot deliver a package n the heart of downtown. Poor tracking, service","If you're experiencing an issue, please use the link to share some details of the package in question."
8730,8986,"Gonna invest in amazon, these guys got the delivery game on lock. Take notes , stop leaving my stuff in the rain damnit!!!",I am sorry to hear this. Is there something we can do to help? please use the link to DM us the tracking number and phone number.
8731,8987,I was trying to track my package when I tried to get the delivery estimate it wouldnt load,Please DM us the details of your concern. Include your tracking and phone number. We're here to help.
8732,8988,where's my phone at????????? by 3pm my arse,that doesn't sound good. Please use the link to DM us the tracking number and phone number so can take a look.
8733,8989,When u ship ur PC with  #gamer #shipping #de_stroyed,"Has a damage report been filed? If not, DM us the tracking number, your phone number, and the value of the contents."
8734,8990,Hey when are you gonna stop making me wait a day and go to a random deli to pick up $10 amazon prime packages,"If there's something that we can do to assist, click the link to DM your track #,ph#, and details. .K."
8735,8991,"Well, did it again. Now they lost another package of mine. Investigation time. Amazing this company is still in business.","I can assure you, we will make every effort to recover your package. Please remain in contact w/ your shipper for updates."
8736,8992,#dbagdeliverydriver,"I'm sorry to hear about that. Please DM us with tracking number, phone number and address so we can get this addressed."
8737,8993,can i ask you something by DM?,"If this is in regards to a package, DM us the tracking number, name, and complete address on the package. Let us review."
8738,8994,hi! Tried to change the delivery date on your website but could not access the Change Delivery link.,"I am sorry about that. Click the link to DM us your track # and more details, so we can assist. .K."
8739,8995,charged me over $200 to ship a package that never got delivered. They dont even understand their own industry. They think its acceptable to charge customers for services not rendered! #whatajoke #neveragainUPS,I'm really sorry to hear about your package not being delivered. Please DM us the tracking # so we can look into this for you.
8740,8996,soooo are we doing this again? I'm not home like I was alllllllday yesterday and it needs a signature. The last rep told me it was lost in transit and he needed to open an investigation?????,Please provide the tracking # via DM so we can look into this for you.
8741,8997,I see the package will arrive tomorrow at,"The tracking is showing it will be delivered tomorrow, 10/19/17."
8742,8999,my package hasnt moved in 5 days. Is there anyway you can look this up Im getting worried. The delivery date was supposed to be 19th.,"Let me see what I can find out for you, can you please DM me your tracking and contact information."
8743,9000,He then threw multiple other packages around his truck while parked in front of a fire hydrant and covering a man hole.,I'm sorry the driver did that. Was your package damaged? DM us your tracking number so we can assist you with this.
8744,9001,sucks with deliveries ,Sorry that you feel this way. Is there something that we can assist with? Click the link to DM your track # &amp; details. .K
8745,9002,"i always see drivers driving on 2 wheels, where y'all at with my boots i ordered days ago?","I would be happy to check this for you! Please DM your tracking number, delivery address and phone number."
8746,9003,decided not to deliver my package at 8am today. So my medical equipt didn't get to surgery therefore they used a different company ,"I'm sorry for any inconvenience. Let's see what's going on. DM your tracking#, address, and phone# for further assistance."
8747,9004,fuck your company,What seems to be going on. Please DM us the details of your concern and your tracking number. We are here to help.
8748,9005,It's been literally every package in the past few months. No one ever knocks or rings the bell.,We want to address this with the local center in the area. Please DM a recent tracking number so we can assist you.
